transaction_id,user_id,transaction_date,amount,group
9143,3765,2024-11-14,1331,A
9144,223,2024-10-28,2679,B
9145,7142,2024-08-27,2756,B
9146,8581,2024-11-12,7014,B
9147,1290,2024-08-23,2767,B
9148,49,2024-11-01,7828,A
9149,2360,2024-10-17,8516,B
9150,7778,2024-11-05,9447,B
9151,2963,2024-11-12,5712,A
9152,5460,2024-09-02,8285,A
9153,3132,2024-10-20,9554,A
9154,6988,2024-11-07,4555,B
9155,2565,2024-08-29,9053,B
9156,699,2024-09-30,4668,A
9157,198,2024-11-06,5435,B
9158,9887,2024-09-11,3238,B
9159,2043,2024-10-04,2869,B
9160,256,2024-10-23,7264,A
9161,5243,2024-10-24,7550,A
9162,6836,2024-11-17,6187,B
9163,2728,2024-09-28,2459,A
9164,6958,2024-09-25,2731,A
9165,5202,2024-08-22,3673,A
9166,2924,2024-11-09,5870,A
9167,8278,2024-10-06,1861,A
9168,4211,2024-11-13,5558,A
9169,7268,2024-11-11,8616,B
9170,2303,2024-09-17,8495,A
9171,512,2024-08-25,9823,A
9172,125,2024-11-10,5988,B
9173,4826,2024-10-31,4873,A
9174,9362,2024-09-13,4098,A
9175,2524,2024-09-27,7747,B
9176,4377,2024-10-05,4340,A
9177,2866,2024-09-30,7165,A
9178,4771,2024-09-18,4064,B
9179,3138,2024-09-20,3910,B
9180,264,2024-08-21,7471,A
9181,3673,2024-09-21,1487,A
9182,6924,2024-08-21,4758,A
9183,4027,2024-09-05,8954,A
9184,8958,2024-10-25,4331,B
9185,1151,2024-10-14,6808,A
9186,5523,2024-10-15,9381,B
9187,3320,2024-11-03,8024,A
9188,5644,2024-09-28,2858,B
9189,2562,2024-08-26,2406,B
9190,3542,2024-09-29,2265,A
9191,6213,2024-09-29,4922,B
9192,3221,2024-09-23,839,B
9193,2495,2024-10-19,5737,B
9194,5553,2024-11-16,5848,A
9195,7489,2024-11-04,3820,A
9196,1810,2024-11-04,9661,A
9197,4158,2024-10-05,9952,A
9198,733,2024-11-09,529,B
9199,2275,2024-11-15,2856,A
9200,1408,2024-09-21,6474,B
9201,5543,2024-10-19,8771,B
9202,3743,2024-10-13,8081,A
9203,8626,2024-08-27,8612,A
9204,6956,2024-08-28,704,A
9205,722,2024-11-07,5805,A
9206,6372,2024-09-23,8575,B
9207,1802,2024-09-23,4081,A
9208,9574,2024-09-10,5881,B
9209,8431,2024-09-25,8213,A
9210,8389,2024-10-02,2781,B
9211,7096,2024-09-28,9935,B
9212,610,2024-09-10,7467,A
9213,6498,2024-11-01,5879,B
9214,6682,2024-08-28,739,A
9215,3858,2024-10-23,6742,A
9216,4715,2024-10-29,9755,A
9217,9338,2024-10-30,1821,A
9218,3370,2024-10-11,8045,A
9219,5503,2024-09-21,9088,B
9220,2952,2024-10-13,4358,B
9221,8345,2024-08-29,9023,A
9222,9560,2024-08-24,8510,A
9223,5592,2024-10-19,744,A
9224,8603,2024-11-10,1138,B
9225,8109,2024-08-23,6373,B
9226,4660,2024-11-03,2702,B
9227,6274,2024-09-05,5819,A
9228,2506,2024-11-13,516,A
9229,777,2024-08-24,7364,A
9230,1941,2024-10-06,8314,A
9231,8929,2024-10-25,6751,A
9232,943,2024-09-22,5723,B
9233,9419,2024-09-20,5177,B
9234,9203,2024-09-04,1017,B
9235,4722,2024-09-15,3170,A
9236,3554,2024-10-24,1387,B
9237,8931,2024-10-30,6516,B
9238,8102,2024-10-14,7962,A
9239,5039,2024-10-22,1428,B
9240,1409,2024-08-26,7743,B
9241,4176,2024-10-31,5681,A
9242,1921,2024-10-14,4492,A
9243,669,2024-10-28,7200,B
9244,2386,2024-10-17,9968,A
9245,5200,2024-09-15,8967,A
9246,8958,2024-11-16,8255,A
9247,404,2024-10-13,8131,B
9248,8808,2024-10-01,3464,B
9249,6664,2024-08-28,5926,B
9250,8462,2024-10-07,4037,A
9251,1788,2024-11-04,1783,A
9252,1303,2024-10-01,4931,A
9253,5621,2024-09-17,1991,B
9254,1141,2024-09-15,5035,B
9255,5677,2024-09-29,756,A
9256,2544,2024-10-09,2548,B
9257,235,2024-09-08,8085,B
9258,238,2024-11-02,503,A
9259,8524,2024-09-25,1664,B
9260,9383,2024-11-01,5841,A
9261,1024,2024-11-17,9682,B
9262,7734,2024-09-18,2002,B
9263,8341,2024-10-20,4847,A
9264,8929,2024-10-19,5934,B
9265,9654,2024-11-05,933,A
9266,6060,2024-10-22,693,B
9267,5379,2024-11-03,5203,B
9268,8784,2024-10-28,639,A
9269,1593,2024-09-08,6249,A
9270,3358,2024-11-07,8217,B
9271,4808,2024-11-02,9764,A
9272,4605,2024-08-30,8464,A
9273,4773,2024-08-20,9900,A
9274,2274,2024-09-30,1711,A
9275,1255,2024-09-06,2967,A
9276,1860,2024-10-07,6841,B
9277,3538,2024-09-13,7590,A
9278,9496,2024-08-25,8848,B
9279,9411,2024-09-30,6391,A
9280,6708,2024-11-02,8774,A
9281,1943,2024-11-02,2147,A
9282,3566,2024-11-09,2544,B
9283,8111,2024-11-02,6348,A
9284,3176,2024-11-01,5850,B
9285,20,2024-09-08,1323,B
9286,66,2024-08-31,5848,B
9287,919,2024-10-28,8603,A
9288,2355,2024-09-19,8996,B
9289,1415,2024-09-30,568,B
9290,1277,2024-09-16,3910,B
9291,9501,2024-11-11,767,A
9292,3252,2024-10-08,5085,A
9293,4460,2024-11-05,2429,B
9294,4950,2024-10-28,1913,A
9295,7516,2024-09-19,7480,A
9296,1795,2024-08-31,3478,A
9297,535,2024-11-04,5465,A
9298,3119,2024-11-02,1637,B
9299,6516,2024-11-14,1623,B
9300,700,2024-08-24,9809,B
9301,3634,2024-09-10,752,B
9302,558,2024-09-11,8012,A
9303,6159,2024-10-08,1337,A
9304,2596,2024-08-21,8499,A
9305,3385,2024-11-15,2221,B
9306,5673,2024-09-19,6206,A
9307,3178,2024-11-04,6123,A
9308,4973,2024-09-07,9994,B
9309,6344,2024-10-29,1675,A
9310,6842,2024-09-25,2169,A
9311,6193,2024-11-17,5121,A
9312,1189,2024-11-15,2021,A
9313,8805,2024-08-25,2140,A
9314,1791,2024-09-12,6327,A
9315,9562,2024-10-30,4888,A
9316,4276,2024-09-01,5031,A
9317,2184,2024-09-21,6525,A
9318,6281,2024-09-29,5513,B
9319,6786,2024-10-13,4512,B
9320,1822,2024-11-12,4138,B
9321,7472,2024-11-01,7609,A
9322,7193,2024-08-22,7539,B
9323,7577,2024-10-14,2077,B
9324,845,2024-10-13,3450,B
9325,3056,2024-08-29,8647,A
9326,2422,2024-11-05,3301,A
9327,7433,2024-10-15,3703,A
9328,5124,2024-10-28,7289,B
9329,4855,2024-09-13,1509,B
9330,1610,2024-11-03,9501,B
9331,862,2024-11-13,8415,A
9332,340,2024-09-21,3004,B
9333,2598,2024-09-28,5036,B
9334,5985,2024-09-16,6318,B
9335,5343,2024-10-06,2246,A
9336,2328,2024-09-12,8622,A
9337,4411,2024-09-20,8759,B
9338,6739,2024-09-29,9180,A
9339,3080,2024-11-09,5836,B
9340,2385,2024-10-13,6252,A
9341,7138,2024-11-10,7948,A
9342,7249,2024-10-29,5114,A
9343,1932,2024-11-16,8001,B
9344,4684,2024-08-29,4313,B
9345,7955,2024-10-04,9688,B
9346,1388,2024-09-22,3164,B
9347,2478,2024-09-05,3553,A
9348,6826,2024-10-14,6575,A
9349,4286,2024-10-01,5416,A
9350,187,2024-08-29,2176,A
9351,4413,2024-11-10,5653,A
9352,907,2024-09-13,4108,A
9353,9104,2024-10-09,1700,A
9354,9579,2024-08-22,2051,A
9355,5663,2024-09-02,6370,A
9356,6937,2024-09-18,7333,B
9357,4288,2024-10-31,6962,A
9358,6409,2024-10-28,2528,B
9359,1397,2024-11-05,5328,B
9360,2185,2024-09-11,9248,B
9361,2484,2024-09-29,2999,B
9362,1926,2024-10-30,2549,A
9363,6922,2024-11-08,2659,B
9364,2813,2024-10-17,9872,A
9365,9777,2024-08-29,8375,A
9366,2962,2024-10-12,6282,B
9367,1227,2024-08-21,2141,A
9368,2558,2024-11-09,5223,A
9369,1133,2024-10-06,5318,B
9370,8652,2024-11-16,4711,A
9371,4313,2024-08-26,7064,B
9372,1229,2024-10-22,1825,B
9373,482,2024-09-04,1858,A
9374,9473,2024-09-29,6470,A
9375,8950,2024-11-14,4613,A
9376,7477,2024-10-24,9249,A
9377,7718,2024-09-26,4346,B
9378,7637,2024-09-21,7331,A
9379,2810,2024-09-22,7211,B
9380,2054,2024-10-24,841,A
9381,7982,2024-11-10,3003,B
9382,3400,2024-10-24,504,A
9383,830,2024-10-10,9638,B
9384,2556,2024-10-08,7713,B
9385,6427,2024-11-03,3662,A
9386,2282,2024-08-25,5727,B
9387,8745,2024-10-09,656,B
9388,2788,2024-11-05,2459,A
9389,8655,2024-10-08,1860,B
9390,3865,2024-09-05,4780,B
9391,961,2024-08-31,2797,A
9392,3388,2024-08-23,5968,B
9393,6481,2024-08-30,3106,B
9394,392,2024-09-01,1509,B
9395,5083,2024-11-14,4719,A
9396,8559,2024-09-13,8957,A
9397,7364,2024-10-11,2335,B
9398,2166,2024-09-15,9048,B
9399,2347,2024-11-04,4926,A
9400,5468,2024-10-16,555,A
9401,277,2024-10-28,4122,A
9402,9151,2024-11-01,9653,B
9403,9706,2024-09-21,4939,B
9404,7742,2024-11-07,6658,B
9405,4331,2024-11-04,5317,A
9406,7116,2024-11-06,9694,B
9407,500,2024-09-24,7057,A
9408,2328,2024-10-09,4736,B
9409,6943,2024-10-10,2886,A
9410,4519,2024-08-26,1301,A
9411,2389,2024-09-08,3141,B
9412,3905,2024-09-24,2268,A
9413,4955,2024-09-17,6617,B
9414,8102,2024-10-26,2606,A
9415,4811,2024-09-06,9210,A
9416,9417,2024-08-21,2343,A
9417,5841,2024-08-30,7743,B
9418,5860,2024-11-02,7243,A
9419,8002,2024-11-17,6321,B
9420,5352,2024-10-27,9114,B
9421,7923,2024-11-03,5883,A
9422,9720,2024-09-24,6586,A
9423,3506,2024-09-06,4641,A
9424,3628,2024-08-25,7766,B
9425,9661,2024-10-25,9658,A
9426,4724,2024-10-03,4148,A
9427,9291,2024-09-29,7516,B
9428,5341,2024-10-18,8798,B
9429,8371,2024-10-27,5412,A
9430,5793,2024-09-20,7264,A
9431,7614,2024-10-07,4885,A
9432,766,2024-08-25,4025,B
9433,4564,2024-09-24,2063,A
9434,9156,2024-08-26,1144,B
9435,6811,2024-10-08,2978,A
9436,3205,2024-09-10,800,B
9437,2454,2024-10-17,1903,B
9438,9642,2024-10-02,7026,A
9439,3122,2024-10-18,6943,A
9440,2228,2024-09-06,5860,B
9441,3171,2024-10-30,4524,A
9442,5161,2024-10-27,7212,B
9443,659,2024-10-30,8780,A
9444,985,2024-09-12,5324,A
9445,2243,2024-08-30,4523,A
9446,3035,2024-10-24,3429,A
9447,7833,2024-10-09,8137,A
9448,2258,2024-10-27,3088,A
9449,157,2024-11-13,8386,B
9450,7465,2024-08-26,8086,A
9451,4256,2024-10-22,5760,B
9452,1801,2024-08-30,6150,B
9453,719,2024-10-29,5563,A
9454,7680,2024-10-02,3669,B
9455,5003,2024-08-25,4646,B
9456,6501,2024-11-09,1427,A
9457,1952,2024-10-08,3778,A
9458,4799,2024-09-25,8454,B
9459,817,2024-09-03,4636,B
9460,3459,2024-10-29,6420,B
9461,9386,2024-11-05,672,B
9462,1366,2024-10-08,3893,B
9463,3573,2024-09-23,1723,B
9464,5298,2024-10-13,855,B
9465,903,2024-09-09,9999,B
9466,3937,2024-10-02,4927,A
9467,6637,2024-10-13,7337,B
9468,4309,2024-10-13,3821,B
9469,717,2024-08-22,1660,A
9470,1409,2024-10-01,7875,A
9471,3521,2024-11-17,7489,B
9472,5202,2024-10-31,9356,A
9473,1547,2024-09-16,5768,B
9474,8191,2024-11-12,686,A
9475,4562,2024-11-01,4653,B
9476,95,2024-09-12,5636,A
9477,916,2024-09-15,2774,B
9478,601,2024-09-04,7399,B
9479,160,2024-10-01,1155,A
9480,1861,2024-11-04,6156,B
9481,630,2024-10-11,4205,B
9482,1995,2024-09-22,4681,B
9483,5188,2024-11-12,6337,B
9484,2871,2024-08-25,8768,B
9485,8608,2024-10-31,1329,B
9486,1386,2024-09-09,6888,A
9487,2695,2024-11-11,2414,A
9488,9966,2024-10-24,1868,B
9489,736,2024-09-30,4145,A
9490,7741,2024-11-08,1572,A
9491,1646,2024-10-19,2777,A
9492,2517,2024-09-18,6584,B
9493,755,2024-10-11,8096,A
9494,6068,2024-10-28,4123,A
9495,4377,2024-11-13,9251,B
9496,9272,2024-10-03,5562,A
9497,5797,2024-08-25,551,A
9498,9120,2024-11-14,3688,B
9499,9252,2024-11-12,9315,B
9500,4657,2024-09-21,9451,A
9501,154,2024-09-26,4516,A
9502,961,2024-10-27,2581,A
9503,719,2024-09-03,4387,B
9504,1800,2024-10-21,2034,B
9505,5112,2024-09-22,8870,B
9506,5396,2024-08-27,8037,A
9507,8454,2024-09-30,1611,B
9508,9814,2024-11-14,6332,B
9509,7655,2024-10-10,4194,A
9510,1868,2024-09-22,3006,A
9511,9813,2024-11-12,3918,B
9512,8715,2024-11-05,5562,A
9513,9454,2024-09-21,5971,A
9514,8924,2024-09-06,8161,A
9515,130,2024-09-06,5313,A
9516,620,2024-10-03,6090,B
9517,6667,2024-10-07,9087,A
9518,3087,2024-11-12,5540,B
9519,5782,2024-10-14,1422,B
9520,6625,2024-11-04,5421,B
9521,2282,2024-10-01,6738,A
9522,1378,2024-09-28,9480,A
9523,4380,2024-10-26,9541,B
9524,7376,2024-10-15,7174,A
9525,1173,2024-09-17,4095,B
9526,8198,2024-11-12,5683,A
9527,4612,2024-10-19,4903,B
9528,5956,2024-09-16,1094,B
9529,2089,2024-09-04,1681,B
9530,8611,2024-08-28,8110,A
9531,3340,2024-10-11,7355,B
9532,6028,2024-09-01,7986,A
9533,1911,2024-10-29,5428,B
9534,6327,2024-10-23,3048,B
9535,8528,2024-11-16,8626,B
9536,1543,2024-09-29,4651,A
9537,2540,2024-10-14,7020,A
9538,681,2024-08-22,3732,A
9539,79,2024-09-04,2664,B
9540,409,2024-10-25,7921,B
9541,8031,2024-09-11,7319,A
9542,6044,2024-11-16,3580,A
9543,1813,2024-10-25,6258,B
9544,4936,2024-08-26,7405,B
9545,2826,2024-10-17,4677,A
9546,6832,2024-11-01,8031,B
9547,8590,2024-11-04,9083,B
9548,7655,2024-10-27,9820,B
9549,3031,2024-10-27,3194,B
9550,2096,2024-10-03,6425,B
9551,419,2024-11-17,9997,B
9552,4980,2024-10-05,3544,A
9553,135,2024-10-20,2868,A
9554,1503,2024-09-14,6281,B
9555,8340,2024-09-28,1061,A
9556,614,2024-09-03,3394,B
9557,7673,2024-09-21,8364,B
9558,8083,2024-11-15,5864,A
9559,3894,2024-08-27,4642,B
9560,6673,2024-09-25,6628,A
9561,5289,2024-09-13,4164,A
9562,6583,2024-09-04,2536,A
9563,3873,2024-10-28,7114,B
9564,4858,2024-09-12,619,A
9565,9944,2024-09-02,3149,B
9566,5424,2024-09-14,3620,B
9567,1738,2024-09-11,7344,B
9568,9562,2024-10-24,5083,B
9569,3580,2024-10-29,9888,B
9570,4503,2024-11-10,9704,A
9571,7925,2024-11-09,3165,B
9572,2508,2024-09-18,4802,B
9573,2952,2024-10-11,1686,A
9574,8176,2024-11-17,614,A
9575,2774,2024-10-12,4706,A
9576,9364,2024-08-20,7754,A
9577,826,2024-09-09,3302,A
9578,3365,2024-11-04,9349,B
9579,666,2024-10-18,1159,B
9580,5725,2024-10-19,1137,B
9581,4471,2024-11-09,502,A
9582,8311,2024-10-13,8257,B
9583,3935,2024-09-24,3181,B
9584,3336,2024-09-13,6348,A
9585,2839,2024-11-16,5333,A
9586,4077,2024-10-28,6056,B
9587,842,2024-09-10,8962,B
9588,9879,2024-11-10,3819,B
9589,8031,2024-11-13,9675,B
9590,1564,2024-09-08,3400,A
9591,1365,2024-10-07,5573,A
9592,3904,2024-11-08,2332,B
9593,2000,2024-11-16,6573,A
9594,9795,2024-09-11,5157,A
9595,6626,2024-08-22,1164,B
9596,5526,2024-11-17,760,B
9597,6060,2024-10-16,7978,A
9598,1252,2024-11-17,7046,A
9599,5289,2024-09-16,2415,B
9600,1848,2024-08-31,5772,A
9601,7689,2024-09-17,9021,A
9602,2412,2024-08-26,547,B
9603,9591,2024-08-23,2990,B
9604,3086,2024-09-11,5967,A
9605,3000,2024-10-03,6702,A
9606,7904,2024-09-03,1391,B
9607,2600,2024-10-03,8483,B
9608,5601,2024-11-09,705,A
9609,9760,2024-09-16,6050,A
9610,2104,2024-10-13,1218,B
9611,110,2024-09-27,6906,B
9612,6741,2024-11-07,5563,B
9613,4627,2024-08-22,2327,B
9614,807,2024-09-08,3886,A
9615,9470,2024-10-21,2502,A
9616,2509,2024-10-31,1423,B
9617,5917,2024-11-14,5852,A
9618,3629,2024-10-23,4882,A
9619,8636,2024-09-11,1542,B
9620,8856,2024-08-29,3715,A
9621,2375,2024-10-21,5574,B
9622,8064,2024-10-25,4444,B
9623,6608,2024-10-27,2879,B
9624,2647,2024-09-28,4655,A
9625,7356,2024-11-09,8953,B
9626,4450,2024-10-17,5967,A
9627,6056,2024-09-04,5103,A
9628,1571,2024-09-13,5962,B
9629,4879,2024-10-05,3612,A
9630,3210,2024-09-07,6461,A
9631,8661,2024-09-20,8558,B
9632,7529,2024-10-22,5789,A
9633,2555,2024-09-21,2067,A
9634,7567,2024-09-25,982,A
9635,1073,2024-09-07,5910,B
9636,3425,2024-09-22,6100,A
9637,2952,2024-08-23,2305,A
9638,3336,2024-10-28,853,A
9639,1484,2024-11-07,4136,A
9640,5158,2024-09-18,8903,B
9641,3209,2024-10-25,3904,B
9642,2851,2024-10-07,4696,B
9643,966,2024-10-12,4173,A
9644,2926,2024-08-29,7127,B
9645,2166,2024-10-05,3851,A
9646,914,2024-09-01,4836,A
9647,8955,2024-09-24,3655,A
9648,4472,2024-09-06,4187,B
9649,3704,2024-09-22,1931,B
9650,753,2024-08-23,8826,B
9651,6195,2024-08-26,9585,B
9652,1320,2024-10-18,570,B
9653,7214,2024-11-13,2876,A
9654,6196,2024-11-11,2929,A
9655,5546,2024-10-23,3652,A
9656,9870,2024-10-11,5185,A
9657,8674,2024-10-27,2522,B
9658,7388,2024-09-06,4266,B
9659,8222,2024-08-21,6160,B
9660,3187,2024-09-12,3565,B
9661,4239,2024-10-15,2124,B
9662,8952,2024-11-12,8879,A
9663,3116,2024-09-14,9743,A
9664,1933,2024-11-05,3457,B
9665,4235,2024-09-27,1224,B
9666,2914,2024-10-16,8942,B
9667,7395,2024-09-11,781,A
9668,2955,2024-09-11,7892,A
9669,4795,2024-09-17,4357,B
9670,4434,2024-10-12,2513,B
9671,758,2024-09-08,3704,A
9672,138,2024-09-01,7139,B
9673,7429,2024-10-18,2820,B
9674,4835,2024-11-09,1180,A
9675,1509,2024-10-29,8947,A
9676,6730,2024-11-09,525,A
9677,9612,2024-09-05,4847,B
9678,5505,2024-08-30,1451,A
9679,6461,2024-09-20,8386,A
9680,8868,2024-10-25,1680,B
9681,685,2024-08-29,6157,B
9682,3941,2024-09-07,3197,B
9683,9833,2024-08-25,5301,A
9684,8931,2024-11-11,8343,B
9685,4337,2024-10-13,7507,A
9686,4340,2024-10-28,6277,A
9687,5695,2024-10-06,8600,A
9688,5562,2024-09-17,2098,B
9689,8376,2024-09-24,8916,B
9690,5787,2024-10-20,1927,A
9691,2939,2024-11-06,880,B
9692,3336,2024-10-20,1935,B
9693,3227,2024-08-28,4045,B
9694,5474,2024-09-25,2454,A
9695,8454,2024-10-26,5290,A
9696,3194,2024-09-01,4322,A
9697,404,2024-09-07,7200,A
9698,2440,2024-11-10,8853,A
9699,4381,2024-10-02,8859,B
9700,9987,2024-10-22,1863,B
9701,6057,2024-10-15,4989,B
9702,1852,2024-09-04,1973,A
9703,2659,2024-09-11,7869,B
9704,8815,2024-11-09,2574,B
9705,3876,2024-09-26,2940,A
9706,7768,2024-10-31,5052,A
9707,7047,2024-10-07,9963,A
9708,5713,2024-10-13,9240,A
9709,4142,2024-11-04,4289,A
9710,4112,2024-09-11,4327,B
9711,2326,2024-10-07,2759,A
9712,838,2024-10-25,8164,B
9713,506,2024-11-03,7179,B
9714,57,2024-09-14,3686,B
9715,1485,2024-08-21,6644,A
9716,1725,2024-11-07,675,B
9717,3743,2024-10-28,1524,A
9718,8047,2024-09-06,1091,B
9719,3570,2024-10-11,3102,A
9720,6297,2024-09-19,2271,B
9721,1431,2024-10-07,2833,B
9722,9191,2024-09-27,4596,A
9723,3785,2024-09-18,9572,A
9724,9243,2024-08-25,2987,A
9725,410,2024-10-05,9196,B
9726,2334,2024-10-17,1924,A
9727,7948,2024-10-25,519,A
9728,9150,2024-10-17,7729,A
9729,1564,2024-08-26,9198,B
9730,3104,2024-10-23,4667,B
9731,5855,2024-10-06,7175,A
9732,254,2024-10-17,2755,B
9733,5028,2024-09-12,1624,B
9734,1042,2024-10-29,8764,A
9735,6433,2024-09-04,6196,B
9736,8117,2024-08-30,8291,A
9737,2001,2024-09-18,6818,B
9738,4908,2024-10-07,3511,A
9739,9744,2024-09-12,1126,A
9740,4072,2024-09-03,3216,B
9741,5972,2024-08-23,6811,B
9742,6832,2024-09-01,1767,A
9743,4607,2024-09-30,7782,B
9744,5353,2024-10-17,692,A
9745,2413,2024-10-09,7000,B
9746,6050,2024-09-07,9763,A
9747,3265,2024-09-12,7581,A
9748,5922,2024-09-24,8772,A
9749,453,2024-09-22,9069,B
9750,67,2024-09-04,5173,B
9751,6935,2024-10-25,4441,A
9752,1903,2024-11-16,5697,A
9753,3838,2024-10-17,4932,A
9754,8298,2024-10-19,6306,A
9755,8450,2024-10-24,7530,A
9756,7762,2024-09-12,4147,A
9757,6873,2024-10-24,9489,B
9758,1197,2024-10-28,8326,B
9759,4566,2024-10-05,4546,A
9760,1209,2024-10-25,4424,A
9761,8768,2024-09-04,6406,A
9762,4848,2024-10-05,5432,B
9763,7765,2024-10-02,2707,B
9764,8082,2024-10-09,4433,A
9765,4039,2024-10-08,2070,A
9766,3196,2024-10-10,1962,A
9767,1411,2024-08-26,5472,A
9768,3855,2024-09-02,1973,B
9769,5703,2024-08-23,5449,A
9770,3481,2024-10-01,4117,B
9771,1276,2024-10-22,4210,B
9772,7704,2024-10-27,2625,B
9773,5163,2024-09-20,7936,B
9774,4209,2024-09-03,9264,A
9775,3045,2024-09-14,753,B
9776,3854,2024-09-08,8473,A
9777,6772,2024-11-10,6412,A
9778,1336,2024-10-14,4526,B
9779,5905,2024-10-13,1301,A
9780,2198,2024-09-21,4552,A
9781,589,2024-11-04,1256,B
9782,1674,2024-08-24,4332,B
9783,6824,2024-11-16,4197,A
9784,2739,2024-10-19,6521,B
9785,5615,2024-10-16,745,A
9786,2909,2024-08-29,3101,A
9787,6666,2024-11-02,9569,A
9788,7965,2024-10-28,3013,A
9789,9622,2024-08-22,3530,B
9790,1083,2024-10-16,7344,A
9791,4906,2024-09-30,8013,A
9792,3084,2024-08-25,4179,A
9793,4926,2024-09-25,7118,A
9794,6648,2024-10-05,4217,B
9795,4159,2024-10-07,9734,A
9796,9921,2024-08-25,5021,A
9797,4509,2024-10-02,5709,A
9798,5583,2024-09-15,2155,B
9799,1890,2024-10-15,6327,A
9800,1038,2024-09-21,3073,B
9801,8644,2024-11-01,8753,A
9802,9056,2024-09-02,4999,B
9803,2552,2024-10-23,2044,B
9804,8448,2024-08-24,9157,A
9805,3359,2024-09-26,9744,B
9806,4776,2024-09-17,8031,B
9807,11,2024-11-15,8178,A
9808,4503,2024-11-08,3389,B
9809,8889,2024-09-10,2171,A
9810,8669,2024-11-01,4150,B
9811,633,2024-10-22,594,B
9812,864,2024-10-03,9403,A
9813,3348,2024-09-30,9418,A
9814,741,2024-11-14,1916,B
9815,3401,2024-09-12,1861,B
9816,5793,2024-09-27,2710,B
9817,7607,2024-11-06,2437,B
9818,1208,2024-10-07,6791,B
9819,5136,2024-10-10,3025,B
9820,2712,2024-09-10,6428,A
9821,6364,2024-08-28,2471,A
9822,6228,2024-10-11,7939,B
9823,1039,2024-09-14,8874,A
9824,1155,2024-10-30,9844,A
9825,1054,2024-11-06,6783,A
9826,7785,2024-10-22,5255,A
9827,1846,2024-10-29,3911,B
9828,6885,2024-10-07,6734,B
9829,32,2024-11-06,804,B
9830,88,2024-10-28,2236,A
9831,335,2024-11-08,2761,A
9832,9584,2024-09-17,7612,A
9833,969,2024-11-10,9217,A
9834,6556,2024-11-15,9219,A
9835,5335,2024-10-31,8650,A
9836,6212,2024-09-29,3622,B
9837,3938,2024-11-15,6689,B
9838,1283,2024-10-02,684,A
9839,4854,2024-09-28,4056,A
9840,6603,2024-10-19,8371,A
9841,7245,2024-09-20,8639,B
9842,3360,2024-10-28,9365,A
9843,5980,2024-11-11,9734,B
9844,4779,2024-11-07,5356,A
9845,8702,2024-09-21,4167,B
9846,819,2024-10-15,974,B
9847,6215,2024-10-06,6999,B
9848,4768,2024-10-02,8005,B
9849,1235,2024-09-07,603,A
9850,7629,2024-11-07,9244,B
9851,6130,2024-09-10,6723,A
9852,8473,2024-10-04,7839,A
9853,8337,2024-09-05,1980,A
9854,3938,2024-09-21,8418,B
9855,3040,2024-11-08,5766,A
9856,5964,2024-09-11,3816,B
9857,6897,2024-10-21,5041,A
9858,6966,2024-10-20,2970,A
9859,2740,2024-10-20,6718,B
9860,4951,2024-09-30,8984,B
9861,5616,2024-09-22,1358,B
9862,7246,2024-09-21,7396,B
9863,2273,2024-09-30,5690,B
9864,5336,2024-09-21,1085,A
9865,1036,2024-11-11,4684,B
9866,2252,2024-09-24,8731,A
9867,5171,2024-11-01,4009,B
9868,7069,2024-10-13,7969,A
9869,3665,2024-09-17,6294,A
9870,9416,2024-10-02,6177,A
9871,5159,2024-11-10,705,B
9872,580,2024-11-04,6810,A
9873,5194,2024-09-26,5407,A
9874,6104,2024-10-04,6491,B
9875,3412,2024-10-06,4403,A
9876,9615,2024-08-23,1874,A
9877,2122,2024-09-16,8706,A
9878,1432,2024-10-08,2100,B
9879,9302,2024-09-29,1266,A
9880,8275,2024-11-04,7574,A
9881,7079,2024-09-28,7599,A
9882,9477,2024-11-01,5127,B
9883,7837,2024-09-16,1838,A
9884,3603,2024-11-15,4629,A
9885,7161,2024-09-19,9207,B
9886,3787,2024-11-10,2993,B
9887,577,2024-08-30,6061,B
9888,7937,2024-09-26,2266,B
9889,3326,2024-11-15,5355,A
9890,8972,2024-11-13,6083,B
9891,9822,2024-10-02,2521,A
9892,3042,2024-11-15,3742,B
9893,7690,2024-10-02,6318,B
9894,4288,2024-09-25,1717,B
9895,2063,2024-09-30,1452,A
9896,4366,2024-10-15,589,A
9897,6340,2024-10-24,515,B
9898,141,2024-10-08,1334,B
9899,6204,2024-08-26,3784,B
9900,2840,2024-11-01,6424,A
9901,1149,2024-08-20,6877,A
9902,172,2024-11-13,8738,A
9903,1600,2024-10-23,8549,B
9904,666,2024-10-09,9671,A
9905,7286,2024-09-04,769,B
9906,7307,2024-10-11,9885,A
9907,4865,2024-10-17,8088,A
9908,2753,2024-11-02,5009,B
9909,4148,2024-10-18,996,A
9910,5618,2024-08-31,5260,B
9911,2951,2024-08-20,3040,A
9912,4231,2024-09-28,9354,B
9913,4720,2024-09-10,2238,A
9914,9388,2024-11-09,5560,A
9915,2398,2024-10-17,9344,A
9916,7628,2024-10-06,5690,B
9917,389,2024-09-14,1469,A
9918,6144,2024-09-29,9327,B
9919,5425,2024-08-21,8906,B
9920,2524,2024-08-21,5512,B
9921,2346,2024-08-30,8515,B
9922,5485,2024-08-28,4211,A
9923,7890,2024-10-13,8831,B
9924,9791,2024-09-15,6058,A
9925,7275,2024-09-27,7127,B
9926,4061,2024-10-10,1779,A
